dataHoraCotacao,valor_cotacao,timestamp_processamento
2016-06-21,3.3891,2026-04-11T15:11:55.728Z
2016-06-22,3.3877,2026-04-11T15:11:55.728Z
2016-06-23,3.3527,2026-04-11T15:11:55.728Z
2016-06-24,3.3766,2026-04-11T15:11:55.728Z
2016-06-25,3.3766,2026-04-11T15:11:55.728Z
2016-06-26,3.3766,2026-04-11T15:11:55.728Z
2016-06-27,3.3928,2026-04-11T15:11:55.728Z
2016-06-28,3.3261,2026-04-11T15:11:55.728Z
2016-06-29,3.2429,2026-04-11T15:11:55.728Z
2016-06-30,3.2092,2026-04-11T15:11:55.728Z
2016-07-01,3.2292,2026-04-11T15:11:55.728Z
2016-07-02,3.2292,2026-04-11T15:11:55.728Z
2016-07-03,3.2292,2026-04-11T15:11:55.728Z
2016-07-04,3.2474,2026-04-11T15:11:55.728Z
2016-07-05,3.2898,2026-04-11T15:11:55.728Z
2016-07-06,3.3236,2026-04-11T15:11:55.728Z
2016-07-07,3.3382,2026-04-11T15:11:55.728Z
2016-07-08,3.2962,2026-04-11T15:11:55.728Z
2016-07-09,3.2962,2026-04-11T15:11:55.728Z
2016-07-10,3.2962,2026-04-11T15:11:55.728Z
2016-07-11,3.3025,2026-04-11T15:11:55.728Z
2016-07-12,3.2744,2026-04-11T15:11:55.728Z
2016-07-13,3.289,2026-04-11T15:11:55.728Z
2016-07-14,3.2305,2026-04-11T15:11:55.728Z
2016-07-15,3.265,2026-04-11T15:11:55.728Z
2016-07-16,3.265,2026-04-11T15:11:55.728Z
2016-07-17,3.265,2026-04-11T15:11:55.728Z
2016-07-18,3.2628,2026-04-11T15:11:55.728Z
2016-07-19,3.2795,2026-04-11T15:11:55.728Z
2016-07-20,3.2506,2026-04-11T15:11:55.728Z
2016-07-21,3.2579,2026-04-11T15:11:55.728Z
2016-07-22,3.2848,2026-04-11T15:11:55.728Z
2016-07-23,3.2848,2026-04-11T15:11:55.728Z
2016-07-24,3.2848,2026-04-11T15:11:55.728Z
2016-07-25,3.2813,2026-04-11T15:11:55.728Z
2016-07-26,3.2784,2026-04-11T15:11:55.728Z
2016-07-27,3.2814,2026-04-11T15:11:55.728Z
2016-07-28,3.2734,2026-04-11T15:11:55.728Z
2016-07-29,3.2384,2026-04-11T15:11:55.728Z
2016-07-30,3.2384,2026-04-11T15:11:55.728Z
2016-07-31,3.2384,2026-04-11T15:11:55.728Z
2016-08-01,3.2656,2026-04-11T15:11:55.728Z
2016-08-02,3.2484,2026-04-11T15:11:55.728Z
2016-08-03,3.2727,2026-04-11T15:11:55.728Z
2016-08-04,3.2177,2026-04-11T15:11:55.728Z
2016-08-05,3.1853,2026-04-11T15:11:55.728Z
2016-08-06,3.1853,2026-04-11T15:11:55.728Z
2016-08-07,3.1853,2026-04-11T15:11:55.728Z
2016-08-08,3.1765,2026-04-11T15:11:55.728Z
2016-08-09,3.1497,2026-04-11T15:11:55.728Z
2016-08-10,3.1296,2026-04-11T15:11:55.728Z
2016-08-11,3.1358,2026-04-11T15:11:55.728Z
2016-08-12,3.1596,2026-04-11T15:11:55.728Z
2016-08-13,3.1596,2026-04-11T15:11:55.728Z
2016-08-14,3.1596,2026-04-11T15:11:55.728Z
2016-08-15,3.1666,2026-04-11T15:11:55.728Z
2016-08-16,3.1743,2026-04-11T15:11:55.728Z
2016-08-17,3.2242,2026-04-11T15:11:55.728Z
2016-08-18,3.2209,2026-04-11T15:11:55.728Z
2016-08-19,3.2261,2026-04-11T15:11:55.728Z
2016-08-20,3.2261,2026-04-11T15:11:55.728Z
2016-08-21,3.2261,2026-04-11T15:11:55.728Z
2016-08-22,3.2157,2026-04-11T15:11:55.728Z
2016-08-23,3.2047,2026-04-11T15:11:55.728Z
2016-08-24,3.2366,2026-04-11T15:11:55.728Z
2016-08-25,3.2313,2026-04-11T15:11:55.728Z
2016-08-26,3.2147,2026-04-11T15:11:55.728Z
2016-08-27,3.2147,2026-04-11T15:11:55.728Z
2016-08-28,3.2147,2026-04-11T15:11:55.728Z
2016-08-29,3.2607,2026-04-11T15:11:55.728Z
2016-08-30,3.2519,2026-04-11T15:11:55.728Z
2016-08-31,3.2397,2026-04-11T15:11:55.728Z
2016-09-01,3.2466,2026-04-11T15:11:55.728Z
2016-09-02,3.2425,2026-04-11T15:11:55.728Z
2016-09-03,3.2425,2026-04-11T15:11:55.728Z
2016-09-04,3.2425,2026-04-11T15:11:55.728Z
2016-09-05,3.2715,2026-04-11T15:11:55.728Z
2016-09-06,3.2446,2026-04-11T15:11:55.728Z
2016-09-07,3.2446,2026-04-11T15:11:55.728Z
2016-09-08,3.1928,2026-04-11T15:11:55.728Z
2016-09-09,3.2632,2026-04-11T15:11:55.728Z
2016-09-10,3.2632,2026-04-11T15:11:55.728Z
2016-09-11,3.2632,2026-04-11T15:11:55.728Z
2016-09-12,3.2848,2026-04-11T15:11:55.728Z
2016-09-13,3.2966,2026-04-11T15:11:55.728Z
2016-09-14,3.3256,2026-04-11T15:11:55.728Z
2016-09-15,3.332,2026-04-11T15:11:55.728Z
2016-09-16,3.2998,2026-04-11T15:11:55.728Z
2016-09-17,3.2998,2026-04-11T15:11:55.728Z
2016-09-18,3.2998,2026-04-11T15:11:55.728Z
2016-09-19,3.263,2026-04-11T15:11:55.728Z
2016-09-20,3.2534,2026-04-11T15:11:55.728Z
2016-09-21,3.2402,2026-04-11T15:11:55.728Z
2016-09-22,3.2009,2026-04-11T15:11:55.728Z
2016-09-23,3.2236,2026-04-11T15:11:55.728Z
2016-09-24,3.2236,2026-04-11T15:11:55.728Z
2016-09-25,3.2236,2026-04-11T15:11:55.728Z
2016-09-26,3.2394,2026-04-11T15:11:55.728Z
2016-09-27,3.2352,2026-04-11T15:11:55.728Z
2016-09-28,3.247,2026-04-11T15:11:55.728Z
2016-09-29,3.2229,2026-04-11T15:11:55.728Z
2016-09-30,3.2456,2026-04-11T15:11:55.728Z
2016-10-01,3.2456,2026-04-11T15:11:55.728Z
2016-10-02,3.2456,2026-04-11T15:11:55.728Z
2016-10-03,3.2332,2026-04-11T15:11:55.728Z
2016-10-04,3.2197,2026-04-11T15:11:55.728Z
2016-10-05,3.2353,2026-04-11T15:11:55.728Z
2016-10-06,3.2304,2026-04-11T15:11:55.728Z
2016-10-07,3.2128,2026-04-11T15:11:55.728Z
2016-10-08,3.2128,2026-04-11T15:11:55.728Z
2016-10-09,3.2128,2026-04-11T15:11:55.728Z
2016-10-10,3.2119,2026-04-11T15:11:55.728Z
2016-10-11,3.213,2026-04-11T15:11:55.728Z
2016-10-12,3.213,2026-04-11T15:11:55.728Z
2016-10-13,3.2081,2026-04-11T15:11:55.728Z
2016-10-14,3.1858,2026-04-11T15:11:55.728Z
2016-10-15,3.1858,2026-04-11T15:11:55.728Z
2016-10-16,3.1858,2026-04-11T15:11:55.728Z
2016-10-17,3.1957,2026-04-11T15:11:55.728Z
2016-10-18,3.1868,2026-04-11T15:11:55.728Z
2016-10-19,3.1794,2026-04-11T15:11:55.728Z
2016-10-20,3.1599,2026-04-11T15:11:55.728Z
2016-10-21,3.1587,2026-04-11T15:11:55.728Z
2016-10-22,3.1587,2026-04-11T15:11:55.728Z
2016-10-23,3.1587,2026-04-11T15:11:55.728Z
2016-10-24,3.1305,2026-04-11T15:11:55.728Z
2016-10-25,3.1187,2026-04-11T15:11:55.728Z
2016-10-26,3.1213,2026-04-11T15:11:55.728Z
2016-10-27,3.1423,2026-04-11T15:11:55.728Z
2016-10-28,3.1809,2026-04-11T15:11:55.728Z
2016-10-29,3.1809,2026-04-11T15:11:55.728Z
2016-10-30,3.1809,2026-04-11T15:11:55.728Z
2016-10-31,3.1805,2026-04-11T15:11:55.728Z
2016-11-01,3.2047,2026-04-11T15:11:55.728Z
2016-11-02,3.2047,2026-04-11T15:11:55.728Z
2016-11-03,3.2304,2026-04-11T15:11:55.728Z
2016-11-04,3.2443,2026-04-11T15:11:55.728Z
2016-11-05,3.2443,2026-04-11T15:11:55.728Z
2016-11-06,3.2443,2026-04-11T15:11:55.728Z
2016-11-07,3.2018,2026-04-11T15:11:55.728Z
2016-11-08,3.2018,2026-04-11T15:11:55.728Z
2016-11-09,3.2252,2026-04-11T15:11:55.728Z
2016-11-10,3.3098,2026-04-11T15:11:55.728Z
2016-11-11,3.4371,2026-04-11T15:11:55.728Z
2016-11-12,3.4371,2026-04-11T15:11:55.728Z
2016-11-13,3.4371,2026-04-11T15:11:55.728Z
2016-11-14,3.444,2026-04-11T15:11:55.728Z
2016-11-15,3.444,2026-04-11T15:11:55.728Z
2016-11-16,3.4177,2026-04-11T15:11:55.728Z
2016-11-17,3.4046,2026-04-11T15:11:55.728Z
2016-11-18,3.3911,2026-04-11T15:11:55.728Z
2016-11-19,3.3911,2026-04-11T15:11:55.728Z
2016-11-20,3.3911,2026-04-11T15:11:55.728Z
2016-11-21,3.3511,2026-04-11T15:11:55.728Z
2016-11-22,3.347,2026-04-11T15:11:55.728Z
2016-11-23,3.3921,2026-04-11T15:11:55.728Z
2016-11-24,3.3981,2026-04-11T15:11:55.728Z
2016-11-25,3.4273,2026-04-11T15:11:55.728Z
2016-11-26,3.4273,2026-04-11T15:11:55.728Z
2016-11-27,3.4273,2026-04-11T15:11:55.728Z
2016-11-28,3.399,2026-04-11T15:11:55.728Z
2016-11-29,3.4054,2026-04-11T15:11:55.728Z
2016-11-30,3.3961,2026-04-11T15:11:55.728Z
2016-12-01,3.4356,2026-04-11T15:11:55.728Z
2016-12-02,3.4644,2026-04-11T15:11:55.728Z
2016-12-03,3.4644,2026-04-11T15:11:55.728Z
2016-12-04,3.4644,2026-04-11T15:11:55.728Z
2016-12-05,3.4592,2026-04-11T15:11:55.728Z
2016-12-06,3.4348,2026-04-11T15:11:55.728Z
2016-12-07,3.3889,2026-04-11T15:11:55.728Z
2016-12-08,3.4002,2026-04-11T15:11:55.728Z
2016-12-09,3.3852,2026-04-11T15:11:55.728Z
2016-12-10,3.3852,2026-04-11T15:11:55.728Z
2016-12-11,3.3852,2026-04-11T15:11:55.728Z
2016-12-12,3.3691,2026-04-11T15:11:55.728Z
2016-12-13,3.3334,2026-04-11T15:11:55.728Z
2016-12-14,3.3097,2026-04-11T15:11:55.728Z
2016-12-15,3.3824,2026-04-11T15:11:55.728Z
2016-12-16,3.3706,2026-04-11T15:11:55.728Z
2016-12-17,3.3706,2026-04-11T15:11:55.728Z
2016-12-18,3.3706,2026-04-11T15:11:55.728Z
2016-12-19,3.3772,2026-04-11T15:11:55.728Z
2016-12-20,3.358,2026-04-11T15:11:55.728Z
2016-12-21,3.3291,2026-04-11T15:11:55.728Z
2016-12-22,3.3296,2026-04-11T15:11:55.728Z
2016-12-23,3.269,2026-04-11T15:11:55.728Z
2016-12-24,3.269,2026-04-11T15:11:55.728Z
2016-12-25,3.269,2026-04-11T15:11:55.728Z
2016-12-26,3.2695,2026-04-11T15:11:55.728Z
2016-12-27,3.277,2026-04-11T15:11:55.728Z
2016-12-28,3.2768,2026-04-11T15:11:55.728Z
2016-12-29,3.2585,2026-04-11T15:11:55.728Z
2016-12-30,3.2585,2026-04-11T15:11:55.728Z
2016-12-31,3.2585,2026-04-11T15:11:55.728Z
2017-01-01,3.2585,2026-04-11T15:11:55.728Z
2017-01-02,3.2723,2026-04-11T15:11:55.728Z
2017-01-03,3.2626,2026-04-11T15:11:55.728Z
2017-01-04,3.2327,2026-04-11T15:11:55.728Z
2017-01-05,3.2123,2026-04-11T15:11:55.728Z
2017-01-06,3.2051,2026-04-11T15:11:55.728Z
2017-01-07,3.2051,2026-04-11T15:11:55.728Z
2017-01-08,3.2051,2026-04-11T15:11:55.728Z
2017-01-09,3.2091,2026-04-11T15:11:55.728Z
2017-01-10,3.1912,2026-04-11T15:11:55.728Z
2017-01-11,3.2148,2026-04-11T15:11:55.728Z
2017-01-12,3.1655,2026-04-11T15:11:55.728Z
